group,names,scores,logfoldchanges,pvals,pvals_adj
10,S100A4,24.950348,,2.1169411176137416e-137,1.1760783986743012e-135
10,IKZF4,24.818775,,5.622452100131193e-136,2.9591853158585225e-134
10,TRBC1,24.520256,,8.98364081284598e-133,4.4918204064229903e-131
10,PRDM1,23.898428,,3.180132477074559e-126,1.4791313846858412e-124
10,SIRPG,23.564512,,8.913052355387753e-123,3.961356602394557e-121
12,CTSL,60.81617,,0.0,0.0
12,CTSB,60.609425,,0.0,0.0
12,PSAP,60.607964,,0.0,0.0
12,TMEM176B,60.132057,,0.0,0.0
12,FCER1G,59.53531,,0.0,0.0
12,GLUL,59.150692,,0.0,0.0
12,NPC2,58.744614,,0.0,0.0
12,ASAH1,58.0274,,0.0,0.0
12,CD163,57.921093,,0.0,0.0
